"filepath","filename","file_size_mb","nrows","ncols","nlayers","resolution_x","resolution_y","crs_epsg","extent_xmin","extent_xmax","extent_ymin","extent_ymax","datatype","data_type","wri_domain","wri_dimension","cog_filename"
"data/WRI_score.tif","WRI_score.tif",2.01K,57865,52355,1,90,90,5070,-5216639.66953483,-504689.669534829,991231.688491997,6199081.688492,"FLT4S","final_score","unknown",NA,"WRI_score.tif"
